full_text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data,label
@PresidenKopi Apa ini maksudnya? Etanol kan memang dapat menyerap air dari udara. Ya pasti ada kandungan airnya. Jadi kalau mau aturan E10 diterapkan ada teknologi di pertamina yang karus dimodifikasi. Masa mau main campur gitu aja. Jangan bahlul. https://t.co/2T7mCQiKwS,presidenkopi maksudnya etanol memang dapat menyerap dari udara pasti kandungan airnya jadi kalau aturan diterapkan teknologi pertamina yang karus dimodifikasi masa main campur gitu jangan bahlul tcotmcqikws,presidenkopi maksudnya etanol memang dapat menyerap dari udara pasti kandungan airnya jadi kalau aturan diterapkan teknologi pertamina yang karus dimodifikasi masa main campur begitu jangan bahlul tcotmcqikws,"['presidenkopi', 'maksudnya', 'etanol', 'memang', 'dapat', 'menyerap', 'dari', 'udara', 'pasti', 'kandungan', 'airnya', 'jadi', 'kalau', 'aturan', 'diterapkan', 'teknologi', 'pertamina', 'yang', 'karus', 'dimodifikasi', 'masa', 'main', 'campur', 'begitu', 'jangan', 'bahlul', 'tcotmcqikws']","['presidenkopi', 'maksudnya', 'etanol', 'menyerap', 'udara', 'kandungan', 'airnya', 'aturan', 'diterapkan', 'teknologi', 'pertamina', 'karus', 'dimodifikasi', 'main', 'campur', 'bahlul', 'tcotmcqikws']",presidenkopi maksud etanol serap udara kandung air atur terap teknologi pertamina karus modifikasi main campur bahlul tcotmcqikws,negative
 DARIMANA IDE BBM CAMPUR ETANOL? Jika ingin bersaing dengan SPBU SWASTA bersainglah secara sehat. Harusnya Pertamina meningkatkan kualitas BBMnya bukan malah menurunkan kualitas BBM. Rakyat dipaksa memakai BBM Pertamina yang jelek. https://t.co/uCUavFXybd,darimana campur etanol jika ingin bersaing dengan spbu swasta bersainglah secara sehat harusnya pertamina meningkatkan kualitas bbmnya bukan malah menurunkan kualitas rakyat dipaksa memakai pertamina yang jelek tcoucuavfxybd,darimana campur etanol jika ingin bersaing dengan spbu swasta bersainglah secara sehat harusnya pertamina meningkatkan kualitas bbmnya bukan malah menurunkan kualitas rakyat dipaksa memakai pertamina yang jelek tcoucuavfxybd,"['darimana', 'campur', 'etanol', 'jika', 'ingin', 'bersaing', 'dengan', 'spbu', 'swasta', 'bersainglah', 'secara', 'sehat', 'harusnya', 'pertamina', 'meningkatkan', 'kualitas', 'bbmnya', 'bukan', 'malah', 'menurunkan', 'kualitas', 'rakyat', 'dipaksa', 'memakai', 'pertamina', 'yang', 'jelek', 'tcoucuavfxybd']","['darimana', 'campur', 'etanol', 'bersaing', 'spbu', 'swasta', 'bersainglah', 'sehat', 'pertamina', 'meningkatkan', 'kualitas', 'bbmnya', 'menurunkan', 'kualitas', 'rakyat', 'dipaksa', 'memakai', 'pertamina', 'jelek', 'tcoucuavfxybd']",darimana campur etanol saing spbu swasta saing sehat pertamina tingkat kualitas bbmnya turun kualitas rakyat paksa pakai pertamina jelek tcoucuavfxybd,negative
@CecepLagi @PresidenKopi @pertamina kan kata purbaya juga harga modal pertalite cuma 4000 doang tanpa etanol pun harusnya harga jual pertamina harus turun dong a[lagi sdh campur etanol bensin/pertalite murni yang ternyata campuran,ceceplagi presidenkopi pertamina kata purbaya juga harga modal pertalite cuma  doang tanpa etanol harusnya harga jual pertamina harus turun dong alagi campur etanol bensinpertalite murni yang ternyata campuran,ceceplagi presidenkopi pertamina kata purbaya juga harga modal pertalite cuma doang tanpa etanol harusnya harga jual pertamina harus turun dong alagi campur etanol bensinpertalite murni yang ternyata campuran,"['ceceplagi', 'presidenkopi', 'pertamina', 'kata', 'purbaya', 'juga', 'harga', 'modal', 'pertalite', 'cuma', 'doang', 'tanpa', 'etanol', 'harusnya', 'harga', 'jual', 'pertamina', 'harus', 'turun', 'dong', 'alagi', 'campur', 'etanol', 'bensinpertalite', 'murni', 'yang', 'ternyata', 'campuran']","['ceceplagi', 'presidenkopi', 'pertamina', 'purbaya', 'harga', 'modal', 'pertalite', 'doang', 'etanol', 'harga', 'jual', 'pertamina', 'turun', 'alagi', 'campur', 'etanol', 'bensinpertalite', 'murni', 'campuran']",ceceplagi presidenkopi pertamina purbaya harga modal pertalite doang etanol harga jual pertamina turun alagi campur etanol bensinpertalite murni campur,negative
Laaaah yg dijual ke swasta bahan dasarnya mengandung Etanol. Skrng bilang tidak mengandung etanol Hobby menipu rakyat itu apakah tertuang dalam visi misi perusahaan kaaah Pertamina: Pertalite Tidak Mengandung Etanol https://t.co/9BVfuQdvAp,laaaah dijual swasta bahan dasarnya mengandung etanol skrng bilang tidak mengandung etanol hobby menipu rakyat apakah tertuang dalam visi misi perusahaan kaaah pertamina pertalite tidak mengandung etanol tcobvfuqdvap,lah dijual swasta bahan dasarnya mengandung etanol sekarang bilang tidak mengandung etanol hobby menipu rakyat apakah tertuang dalam visi misi perusahaan kaaah pertamina pertalite tidak mengandung etanol tcobvfuqdvap,"['lah', 'dijual', 'swasta', 'bahan', 'dasarnya', 'mengandung', 'etanol', 'sekarang', 'bilang', 'tidak', 'mengandung', 'etanol', 'hobby', 'menipu', 'rakyat', 'apakah', 'tertuang', 'dalam', 'visi', 'misi', 'perusahaan', 'kaaah', 'pertamina', 'pertalite', 'tidak', 'mengandung', 'etanol', 'tcobvfuqdvap']","['dijual', 'swasta', 'bahan', 'dasarnya', 'mengandung', 'etanol', 'bilang', 'mengandung', 'etanol', 'hobby', 'menipu', 'rakyat', 'tertuang', 'visi', 'misi', 'perusahaan', 'kaaah', 'pertamina', 'pertalite', 'mengandung', 'etanol', 'tcobvfuqdvap']",jual swasta bahan dasar kandung etanol bilang kandung etanol hobby tipu rakyat tuang visi misi usaha kaaah pertamina pertalite kandung etanol tcobvfuqdvap,negative
@aditya_rimba @reiikooooooo Pertamina kontol etanol kan nyerep kelembaban yg bisa jadi air kontol semua Pertamina taik BAHLIL gak bisa mikir memeg,adityarimba reiikooooooo pertamina kontol etanol nyerep kelembaban bisa jadi kontol semua pertamina taik bahlil bisa mikir memeg,adityarimba reiikooooooo pertamina kontol etanol nyerep kelembaban bisa jadi kontol semua pertamina tahi bahlil bisa mikir memeg,"['adityarimba', 'reiikooooooo', 'pertamina', 'kontol', 'etanol', 'nyerep', 'kelembaban', 'bisa', 'jadi', 'kontol', 'semua', 'pertamina', 'tahi', 'bahlil', 'bisa', 'mikir', 'memeg']","['adityarimba', 'reiikooooooo', 'pertamina', 'kontol', 'etanol', 'nyerep', 'kelembaban', 'kontol', 'pertamina', 'tahi', 'bahlil', 'mikir', 'memeg']",adityarimba reiikooooooo pertamina kontol etanol nyerep kelembaban kontol pertamina tahi bahlil mikir memeg,negative
@Goestono ya setuju om. Pasti gak akan diberi tahu detail. Atau malah dapet instruksi dari para pimpinan SPBU bilang saja bensin dari pertamina ini tidak pake Etanol . Dan petugas SPBU nurut.,goestono setuju pasti akan diberi tahu detail atau malah dapet instruksi dari para pimpinan spbu bilang saja bensin dari pertamina tidak pake etanol petugas spbu nurut,goestono setuju pasti akan diberi tahu detail atau malah dapat instruksi dari para pimpinan spbu bilang saja bensin dari pertamina tidak pakai etanol petugas spbu nurut,"['goestono', 'setuju', 'pasti', 'akan', 'diberi', 'tahu', 'detail', 'atau', 'malah', 'dapat', 'instruksi', 'dari', 'para', 'pimpinan', 'spbu', 'bilang', 'saja', 'bensin', 'dari', 'pertamina', 'tidak', 'pakai', 'etanol', 'petugas', 'spbu', 'nurut']","['goestono', 'setuju', 'detail', 'instruksi', 'pimpinan', 'spbu', 'bilang', 'bensin', 'pertamina', 'pakai', 'etanol', 'petugas', 'spbu', 'nurut']",goestono tuju detail instruksi pimpin spbu bilang bensin pertamina pakai etanol tugas spbu nurut,negative
Abis ngisi bensin full tank trs brebet gini amat tinggal di indo etanol bagus kalau kualitas BBM dari pertamina bagus pak lil bahlil kualitas pokokknya aja kek tai benerin dulu aja baru di inovasi,abis ngisi bensin full tank brebet gini amat tinggal indo etanol bagus kalau kualitas dari pertamina bagus bahlil kualitas pokokknya benerin dulu baru inovasi,habis ngisi bensin full tank brebet begini amat tinggal indonesia etanol bagus kalau kualitas dari pertamina bagus bahlil kualitas pokokknya benerin dulu baru inovasi,"['habis', 'ngisi', 'bensin', 'full', 'tank', 'brebet', 'begini', 'amat', 'tinggal', 'indonesia', 'etanol', 'bagus', 'kalau', 'kualitas', 'dari', 'pertamina', 'bagus', 'bahlil', 'kualitas', 'pokokknya', 'benerin', 'dulu', 'baru', 'inovasi']","['habis', 'ngisi', 'bensin', 'full', 'tank', 'brebet', 'tinggal', 'indonesia', 'etanol', 'bagus', 'kualitas', 'pertamina', 'bagus', 'bahlil', 'kualitas', 'pokokknya', 'benerin', 'inovasi']",habis ngisi bensin full tank brebet tinggal indonesia etanol bagus kualitas pertamina bagus bahlil kualitas pokokknya benerin inovasi,negative
Selama Bahlil gak bisa ngurus pertamina jancok itu aku masih jadi haternya Bahlil. @bahlillahadalia udah ya main-main sama etanol orang dzolim yg oplos minyak dengan etanol nanti malah kuburannya dipenuhi etanol,selama bahlil bisa ngurus pertamina jancok masih jadi haternya bahlil bahlillahadalia udah mainmain sama etanol orang dzolim oplos minyak dengan etanol nanti malah kuburannya dipenuhi etanol,selama bahlil bisa mengurus pertamina jancok masih jadi haternya bahlil bahlillahadalia sudah mainmain sama etanol orang dzolim oplos minyak dengan etanol nanti malah kuburannya dipenuhi etanol,"['selama', 'bahlil', 'bisa', 'mengurus', 'pertamina', 'jancok', 'masih', 'jadi', 'haternya', 'bahlil', 'bahlillahadalia', 'sudah', 'mainmain', 'sama', 'etanol', 'orang', 'dzolim', 'oplos', 'minyak', 'dengan', 'etanol', 'nanti', 'malah', 'kuburannya', 'dipenuhi', 'etanol']","['bahlil', 'mengurus', 'pertamina', 'jancok', 'haternya', 'bahlil', 'bahlillahadalia', 'mainmain', 'etanol', 'orang', 'dzolim', 'oplos', 'minyak', 'etanol', 'kuburannya', 'dipenuhi', 'etanol']",bahlil urus pertamina jancok haternya bahlil bahlillahadalia mainmain etanol orang dzolim oplos minyak etanol kubur penuh etanol,negative
RI 1 MR Prabowo Subianto apa ini kedaulatan energi. SDM under skill kriminal bikin bio mass etanol 3 5 % oplosan pertalite. Jadi berair bikin mesin brebet batuk batuk mogok. Menteri direktur kilang operasional pertamina not kredibel integrity jg mutu n nama pertamina.,prabowo subianto kedaulatan energi under skill kriminal bikin mass etanol oplosan pertalite jadi berair bikin mesin brebet batuk batuk mogok menteri direktur kilang operasional pertamina kredibel integrity mutu nama pertamina,prabowo subianto kedaulatan energi under skill kriminal bikin mass etanol oplosan pertalite jadi berair bikin mesin brebet batuk batuk mogok menteri direktur kilang operasional pertamina kredibel integrity mutu nama pertamina,"['prabowo', 'subianto', 'kedaulatan', 'energi', 'under', 'skill', 'kriminal', 'bikin', 'mass', 'etanol', 'oplosan', 'pertalite', 'jadi', 'berair', 'bikin', 'mesin', 'brebet', 'batuk', 'batuk', 'mogok', 'menteri', 'direktur', 'kilang', 'operasional', 'pertamina', 'kredibel', 'integrity', 'mutu', 'nama', 'pertamina']","['prabowo', 'subianto', 'kedaulatan', 'energi', 'under', 'skill', 'kriminal', 'bikin', 'mass', 'etanol', 'oplosan', 'pertalite', 'berair', 'bikin', 'mesin', 'brebet', 'batuk', 'batuk', 'mogok', 'menteri', 'direktur', 'kilang', 'operasional', 'pertamina', 'kredibel', 'integrity', 'mutu', 'nama', 'pertamina']",prabowo subianto daulat energi under skill kriminal bikin mass etanol oplos pertalite air bikin mesin brebet batuk batuk mogok menteri direktur kilang operasional pertamina kredibel integrity mutu nama pertamina,negative
BBM di Indonesia dari pusat dioplos dgn etanol oleh makelar impor Pertamina sampai daerah dioplos dgn minyak sumur ilegal oleh pengusaha SPBU. Persamaannya sama2 kegiatannya dibeking oleh aparat utk setoran ke pimpinannya. Bangsat..,indonesia dari pusat dioplos etanol oleh makelar impor pertamina sampai daerah dioplos minyak sumur ilegal oleh pengusaha spbu persamaannya sama kegiatannya dibeking oleh aparat setoran pimpinannya bangsat,indonesia dari pusat dioplos etanol oleh makelar impor pertamina sampai daerah dioplos minyak sumur ilegal oleh pengusaha spbu persamaannya sama kegiatannya dibeking oleh aparat setoran pimpinannya bangsat,"['indonesia', 'dari', 'pusat', 'dioplos', 'etanol', 'oleh', 'makelar', 'impor', 'pertamina', 'sampai', 'daerah', 'dioplos', 'minyak', 'sumur', 'ilegal', 'oleh', 'pengusaha', 'spbu', 'persamaannya', 'sama', 'kegiatannya', 'dibeking', 'oleh', 'aparat', 'setoran', 'pimpinannya', 'bangsat']","['indonesia', 'pusat', 'dioplos', 'etanol', 'makelar', 'impor', 'pertamina', 'daerah', 'dioplos', 'minyak', 'sumur', 'ilegal', 'pengusaha', 'spbu', 'persamaannya', 'kegiatannya', 'dibeking', 'aparat', 'setoran', 'pimpinannya', 'bangsat']",indonesia pusat oplos etanol makelar impor pertamina daerah oplos minyak sumur ilegal usaha spbu sama giat beking aparat setor pimpin bangsat,negative
@Suchie_22 itu ngapain bensinnya pake ditambahin etanol? pdhl bensin pertamina udh ada etanolnya.,suchie ngapain bensinnya pake ditambahin etanol pdhl bensin pertamina etanolnya,suchie mengapai bensinnya pakai ditambahin etanol padahal bensin pertamina etanolnya,"['suchie', 'mengapai', 'bensinnya', 'pakai', 'ditambahin', 'etanol', 'padahal', 'bensin', 'pertamina', 'etanolnya']","['suchie', 'mengapai', 'bensinnya', 'pakai', 'ditambahin', 'etanol', 'bensin', 'pertamina', 'etanolnya']",suchie kapai bensin pakai ditambahin etanol bensin pertamina etanol,negative
pertamax dioplos pertalite dikei etanol emang buajingan og iki pertamina karo menteri esdm juancok,pertamax dioplos pertalite dikei etanol emang buajingan pertamina karo menteri esdm juancok,pertamax dioplos pertalite dikei etanol memang buajingan pertamina karo menteri esdm juancok,"['pertamax', 'dioplos', 'pertalite', 'dikei', 'etanol', 'memang', 'buajingan', 'pertamina', 'karo', 'menteri', 'esdm', 'juancok']","['pertamax', 'dioplos', 'pertalite', 'dikei', 'etanol', 'buajingan', 'pertamina', 'karo', 'menteri', 'esdm', 'juancok']",pertamax oplos pertalite dikei etanol buajingan pertamina karo menteri esdm juancok,negative
@ARSIPAJA Ingat peristiwa rapat sama DPR Bahwa SPBU swasta menolak membeli minyak Pertamax dari Pertamina alasan etanol. Sekarang mulaidi mainkan. Pertalite di buat rusak sehingga rakyat di paksa beli Pertamax.,arsipaja ingat peristiwa rapat sama bahwa spbu swasta menolak membeli minyak pertamax dari pertamina alasan etanol sekarang mulaidi mainkan pertalite buat rusak sehingga rakyat paksa beli pertamax,arsipaja ingat peristiwa rapat sama bahwa spbu swasta menolak membeli minyak pertamax dari pertamina alasan etanol sekarang mulaidi mainkan pertalite buat rusak sehingga rakyat paksa beli pertamax,"['arsipaja', 'ingat', 'peristiwa', 'rapat', 'sama', 'bahwa', 'spbu', 'swasta', 'menolak', 'membeli', 'minyak', 'pertamax', 'dari', 'pertamina', 'alasan', 'etanol', 'sekarang', 'mulaidi', 'mainkan', 'pertalite', 'buat', 'rusak', 'sehingga', 'rakyat', 'paksa', 'beli', 'pertamax']","['arsipaja', 'peristiwa', 'rapat', 'spbu', 'swasta', 'menolak', 'membeli', 'minyak', 'pertamax', 'pertamina', 'alasan', 'etanol', 'mulaidi', 'mainkan', 'pertalite', 'rusak', 'rakyat', 'paksa', 'beli', 'pertamax']",arsipaja peristiwa rapat spbu swasta tolak beli minyak pertamax pertamina alas etanol mulaidi main pertalite rusak rakyat paksa beli pertamax,negative
Rusak nama pertamina gara2 dipaksain pemerintah pake etanol sarfasnya belum siap ,rusak nama pertamina gara dipaksain pemerintah pake etanol sarfasnya belum siap,rusak nama pertamina gara dipaksain pemerintah pakai etanol sarfasnya belum siap,"['rusak', 'nama', 'pertamina', 'gara', 'dipaksain', 'pemerintah', 'pakai', 'etanol', 'sarfasnya', 'belum', 'siap']","['rusak', 'nama', 'pertamina', 'gara', 'dipaksain', 'pemerintah', 'pakai', 'etanol', 'sarfasnya']",rusak nama pertamina gara dipaksain perintah pakai etanol sarfasnya,negative
@Ary_PrasKe2 @Anak__Ogi @BiLLRaY2019 @Budionotaslim3 @CakKhum @Cintada16 @elsaday__ @FirzaHusain @HumorJonTampan @jhonsitorus_19 @NgkongRoses Makanya pertamina klo gak bisa buat BBM berkualitas tutup aja. Kasih BBM asing. Udah harganya mahal kualitas buruk ditambahkan etanol segala.. Hancur lebur.. Udah gitu BBM impor dari Singapura pula.. Bangsat.. SAMPAH..,arypraske anakogi billray budionotaslim cakkhum cintada elsaday firzahusain humorjontampan jhonsitorus ngkongroses makanya pertamina bisa buat berkualitas tutup kasih asing udah harganya mahal kualitas buruk ditambahkan etanol segala hancur lebur udah gitu impor dari singapura pula bangsat sampah,arypraske anakogi billray budionotaslim cakkhum cintada elsaday firzahusain humorjontampan jhonsitorus ngkongroses makanya pertamina bisa buat berkualitas tutup kasih asing sudah harganya mahal kualitas buruk ditambahkan etanol segala hancur lebur sudah begitu impor dari singapura pula bangsat sampah,"['arypraske', 'anakogi', 'billray', 'budionotaslim', 'cakkhum', 'cintada', 'elsaday', 'firzahusain', 'humorjontampan', 'jhonsitorus', 'ngkongroses', 'makanya', 'pertamina', 'bisa', 'buat', 'berkualitas', 'tutup', 'kasih', 'asing', 'sudah', 'harganya', 'mahal', 'kualitas', 'buruk', 'ditambahkan', 'etanol', 'segala', 'hancur', 'lebur', 'sudah', 'begitu', 'impor', 'dari', 'singapura', 'pula', 'bangsat', 'sampah']","['arypraske', 'anakogi', 'billray', 'budionotaslim', 'cakkhum', 'cintada', 'elsaday', 'firzahusain', 'humorjontampan', 'jhonsitorus', 'ngkongroses', 'pertamina', 'berkualitas', 'tutup', 'kasih', 'asing', 'harganya', 'mahal', 'kualitas', 'buruk', 'etanol', 'hancur', 'lebur', 'impor', 'singapura', 'bangsat', 'sampah']",arypraske anakogi billray budionotaslim cakkhum cintada elsaday firzahusain humorjontampan jhonsitorus ngkongroses pertamina kualitas tutup kasih asing harga mahal kualitas buruk etanol hancur lebur impor singapura bangsat sampah,negative
@PaltiWest Mending balik lagi 100% BBM atau minyak murni deh di Konoha blm terverifikasi uji kelayakan kendaraan mesin untuk etanol kok maen coba-coba Pertamina mana mau rugi buat ganti rugi motor pelanggan nya kocak Mentri ESDM membolehkan etanol dicampur di BBM Pertamina ,paltiwest mending balik lagi atau minyak murni konoha terverifikasi kelayakan kendaraan mesin untuk etanol maen cobacoba pertamina mana rugi buat ganti rugi motor pelanggan kocak mentri esdm membolehkan etanol dicampur pertamina,paltiwest mending balik lagi atau minyak murni konoha terverifikasi kelayakan kendaraan mesin untuk etanol main cobacoba pertamina mana rugi buat ganti rugi motor pelanggan kocak mentri esdm membolehkan etanol dicampur pertamina,"['paltiwest', 'mending', 'balik', 'lagi', 'atau', 'minyak', 'murni', 'konoha', 'terverifikasi', 'kelayakan', 'kendaraan', 'mesin', 'untuk', 'etanol', 'main', 'cobacoba', 'pertamina', 'mana', 'rugi', 'buat', 'ganti', 'rugi', 'motor', 'pelanggan', 'kocak', 'mentri', 'esdm', 'membolehkan', 'etanol', 'dicampur', 'pertamina']","['paltiwest', 'mending', 'minyak', 'murni', 'konoha', 'terverifikasi', 'kelayakan', 'kendaraan', 'mesin', 'etanol', 'main', 'cobacoba', 'pertamina', 'rugi', 'ganti', 'rugi', 'motor', 'pelanggan', 'kocak', 'mentri', 'esdm', 'membolehkan', 'etanol', 'dicampur', 'pertamina']",paltiwest mending minyak murni konoha verifikasi layak kendara mesin etanol main cobacoba pertamina rugi ganti rugi motor langgan kocak tri esdm boleh etanol campur pertamina,negative
@vigi_lantye @ARSIPAJA kalau (benar) indonesia terikat perjanjian paris lalu kenapa masyarakat tidak di edukasi dengan data? dari standart etanol pertamina keuntungan dan kerugian pakai etanol. karena fakta dilapangan kendaraan pada rusak akibat kebijakan ini dan tidak ada yg (mau) bertanggung jawab,vigilantye arsipaja kalau benar indonesia terikat perjanjian paris lalu kenapa masyarakat tidak edukasi dengan data dari standart etanol pertamina keuntungan kerugian pakai etanol karena fakta dilapangan kendaraan pada rusak akibat kebijakan tidak bertanggung jawab,vigilantye arsipaja kalau benar indonesia terikat perjanjian paris lalu kenapa masyarakat tidak edukasi dengan data dari standart etanol pertamina keuntungan kerugian pakai etanol karena fakta dilapangan kendaraan pada rusak akibat kebijakan tidak bertanggung jawab,"['vigilantye', 'arsipaja', 'kalau', 'benar', 'indonesia', 'terikat', 'perjanjian', 'paris', 'lalu', 'kenapa', 'masyarakat', 'tidak', 'edukasi', 'dengan', 'data', 'dari', 'standart', 'etanol', 'pertamina', 'keuntungan', 'kerugian', 'pakai', 'etanol', 'karena', 'fakta', 'dilapangan', 'kendaraan', 'pada', 'rusak', 'akibat', 'kebijakan', 'tidak', 'bertanggung', 'jawab']","['vigilantye', 'arsipaja', 'indonesia', 'terikat', 'perjanjian', 'paris', 'masyarakat', 'edukasi', 'data', 'standart', 'etanol', 'pertamina', 'keuntungan', 'kerugian', 'pakai', 'etanol', 'fakta', 'dilapangan', 'kendaraan', 'rusak', 'akibat', 'kebijakan', 'bertanggung']",vigilantye arsipaja indonesia ikat janji paris masyarakat edukasi data standart etanol pertamina untung rugi pakai etanol fakta lapang kendara rusak akibat bijak tanggung,negative
@ingfokan @aditya_rimba @donpandiho Sudah di cek kok tidak ada kandungan etanol atau senyawa lain ini pasti karena ulah aseng (bismillah dirut pertamina) https://t.co/KWxlUkEDIS,ingfokan adityarimba donpandiho sudah tidak kandungan etanol atau senyawa lain pasti karena ulah aseng bismillah dirut pertamina tcokwxlukedis,ingfokan adityarimba donpandiho sudah tidak kandungan etanol atau senyawa lain pasti karena ulah aseng bismillah dirut pertamina tcokwxlukedis,"['ingfokan', 'adityarimba', 'donpandiho', 'sudah', 'tidak', 'kandungan', 'etanol', 'atau', 'senyawa', 'lain', 'pasti', 'karena', 'ulah', 'aseng', 'bismillah', 'dirut', 'pertamina', 'tcokwxlukedis']","['ingfokan', 'adityarimba', 'donpandiho', 'kandungan', 'etanol', 'senyawa', 'ulah', 'aseng', 'bismillah', 'dirut', 'pertamina', 'tcokwxlukedis']",ingfokan adityarimba donpandiho kandung etanol senyawa ulah aseng bismillah dirut pertamina tcokwxlukedis,negative
@aditya_rimba katanya sih enggak ada campur2an...gatau dah yg bener mana..pusing warga pertalite diginiin mulu https://t.co/JX0YXoIEa6,adityarimba katanya enggak campurangatau bener manapusing warga pertalite diginiin mulu tcojxyxoiea,adityarimba katanya enggak campurangatau benar manapusing warga pertalite dibeginikan mulu tcojxyxoiea,"['adityarimba', 'katanya', 'enggak', 'campurangatau', 'benar', 'manapusing', 'warga', 'pertalite', 'dibeginikan', 'mulu', 'tcojxyxoiea']","['adityarimba', 'campurangatau', 'manapusing', 'warga', 'pertalite', 'dibeginikan', 'mulu', 'tcojxyxoiea']",adityarimba campurangatau manapusing warga pertalite begini mulu tcojxyxoiea,negative
@e100ss Dirunut dari pernyataan pihak SPBU swasta yg batal ambil kuota bbm dr pertamina krn kandungan etanolnya tinggi &amp; diamini sama bahlil soal penggunaan campuran etanol 10% sdh bisa diambil kesimpulan siapa yg memainkan oplosan dr awal tak perlu bermain drama! Emg sdh rusak dr dlm.,ess dirunut dari pernyataan pihak spbu swasta batal ambil kuota pertamina kandungan etanolnya tinggi diamini sama bahlil soal penggunaan campuran etanol bisa diambil kesimpulan siapa memainkan oplosan awal perlu bermain drama rusak,ess dirunut dari pernyataan pihak spbu swasta batal ambil kuota pertamina kandungan etanolnya tinggi diamini sama bahlil soal penggunaan campuran etanol bisa diambil kesimpulan siapa memainkan oplosan awal perlu bermain drama rusak,"['ess', 'dirunut', 'dari', 'pernyataan', 'pihak', 'spbu', 'swasta', 'batal', 'ambil', 'kuota', 'pertamina', 'kandungan', 'etanolnya', 'tinggi', 'diamini', 'sama', 'bahlil', 'soal', 'penggunaan', 'campuran', 'etanol', 'bisa', 'diambil', 'kesimpulan', 'siapa', 'memainkan', 'oplosan', 'awal', 'perlu', 'bermain', 'drama', 'rusak']","['ess', 'dirunut', 'pernyataan', 'spbu', 'swasta', 'batal', 'ambil', 'kuota', 'pertamina', 'kandungan', 'etanolnya', 'diamini', 'bahlil', 'penggunaan', 'campuran', 'etanol', 'diambil', 'kesimpulan', 'memainkan', 'oplosan', 'bermain', 'drama', 'rusak']",ess runut nyata spbu swasta batal ambil kuota pertamina kandung etanol amin bahlil guna campur etanol ambil simpul main oplos main drama rusak,negative
@yusuf_dumdum Etanol @pertamina Bahlil @golkarpedia merusak motor-2 kok kamu bela ? Gus Pekok !!!,yusufdumdum etanol pertamina bahlil golkarpedia merusak motor kamu bela pekok,yusufdumdum etanol pertamina bahlil golkarpedia merusak motor kamu bela pekok,"['yusufdumdum', 'etanol', 'pertamina', 'bahlil', 'golkarpedia', 'merusak', 'motor', 'kamu', 'bela', 'pekok']","['yusufdumdum', 'etanol', 'pertamina', 'bahlil', 'golkarpedia', 'merusak', 'motor', 'bela', 'pekok']",yusufdumdum etanol pertamina bahlil golkarpedia rusak motor bela kok,negative
woy pada ngisi bensin dimana jadinya? gue takut motor gue kenapa napa kalo isi di pertamina motor baru 2 bulan pls masa iya jadi burut gara gara bensin campur etanol,pada ngisi bensin dimana jadinya takut motor kenapa napa kalo pertamina motor baru bulan masa jadi burut gara gara bensin campur etanol,pada ngisi bensin dimana jadinya takut motor kenapa kenapa kalau pertamina motor baru bulan masa jadi burut gara gara bensin campur etanol,"['pada', 'ngisi', 'bensin', 'dimana', 'jadinya', 'takut', 'motor', 'kenapa', 'kenapa', 'kalau', 'pertamina', 'motor', 'baru', 'bulan', 'masa', 'jadi', 'burut', 'gara', 'gara', 'bensin', 'campur', 'etanol']","['ngisi', 'bensin', 'dimana', 'takut', 'motor', 'pertamina', 'motor', 'burut', 'gara', 'gara', 'bensin', 'campur', 'etanol']",ngisi bensin mana takut motor pertamina motor burut gara gara bensin campur etanol,negative
@Afakhrudin728 @PaltiWest Pemerintah sendiri yg mengakui ada campuran etanol ketika shell dkk tdk mau beli BBM dr pertamina.. masak berita sdh ditayangken di media gitu msh tanya atas dasar apa..,afakhrudin paltiwest pemerintah sendiri mengakui campuran etanol ketika shell beli pertamina masak berita ditayangken media gitu tanya atas dasar,afakhrudin paltiwest pemerintah sendiri mengakui campuran etanol ketika shell beli pertamina masak berita ditayangken media begitu tanya atas dasar,"['afakhrudin', 'paltiwest', 'pemerintah', 'sendiri', 'mengakui', 'campuran', 'etanol', 'ketika', 'shell', 'beli', 'pertamina', 'masak', 'berita', 'ditayangken', 'media', 'begitu', 'tanya', 'atas', 'dasar']","['afakhrudin', 'paltiwest', 'pemerintah', 'mengakui', 'campuran', 'etanol', 'shell', 'beli', 'pertamina', 'masak', 'berita', 'ditayangken', 'media', 'dasar']",afakhrudin paltiwest perintah aku campur etanol shell beli pertamina masak berita ditayangken media dasar,negative
