steming_data,pseudo_label,confidence
susnog patubmbel smarto pertamina kementerianesdm danantarari etanol hari import sida tebu ketela bahlul buruk rupa partaigolkar gank solo kebijakanya buruk elektabilitas prabowo titik nadir prabowo jatuh next presiden manusia palsu fufufa,neutral,0.3733541307548906
murtadhaone kementerianesdm pertamina biar nyentuh dimodif corong dispencer corong salur isi kopi nama bahlul pertalite coffee bahlul coffee pertamax tulis coffee shell bebas etanol biar nyahoo,positif,0.4465346920820743
nandoarmano bukti etanol pertalite pertamina tabok bahlil percaya,positif,0.36243816376712573
bela pertamina firnando ganinduto tegas base fuel etanol persen langgar atur bahlillahadalia kuningkeren golkarindonesia partaigolkar golkarpedia tcoibrcaorr,positif,0.3762342361429478
hambat distribusi pasok spbu daerah bencana kosong ekonomi adadikompas tcorsjutgoib,neutral,0.3726414974079441
dandimardani kangmanto singkong olah etanol bioetanol campur bensin bahan bakar ramah lingkung indonesia perintah genjot kurang impor rencana mandatori info baru pertamina,negatif,0.3683868455250215
myasfika pengin sobat akhlak pertamina,positif,0.6252095222446857
rdmp balikpapan hidup ekonomi warga kisah sopir angkot rasa berkah proyek kilang pertamina tcoehscmdmjd,negatif,0.49527423587523894
rieke diah pitaloka kritik impor etanol pertamina produksi nasional pasok manfaat dprri pdiperjuangan fraksipdiperjuangan tcoroiujzm,negatif,0.470730653120145
johnsmithcuj soprettyuu redam gambar tangki modern komponen injeksi kabel motor post korosi kontaminasi kualitas bensin buruk etanol rencana saran bengkel resmi lapor pertamina,negatif,0.4004493204613026
hendriisis konfestions kapasitas etanol indonesia defisit ribu kltahun butuh nasional pertamina push produksi tebu impor kemelut pertaminaswasta kandung etanol,negatif,0.41962297926301445
pertamina gratis operasional masyarakat korban bencana sumatera,positif,0.48280016105856605
tldsurvive jiplak jalan pertamina test form ceklis rekrutment resmi rekrutment tcojelsgesms,positif,0.3512100160829131
pertamina dukung bijak gun etanol tcojodcynjs pertamina ptmpatraniaga tcoxpwucfm,positif,0.42850518059201886
warga balikpapan rdmp balikpapan proyek kilang minyak ladang rezeki allah kirim perintah pertamina roda ekonomi putar mata cahari tingkat,positif,0.3899625312647836
hendriisis konfestions tuju perintah prioritas bijak jangka transparan atas defisit etanol konflik penting menkeu aset harga dorong tumbuh ekonomi inklusif sukses gantung koordinasi lembaga pertamina,negatif,0.3893825798264002
prabowo prioritas listrik korban bencana sumatera pertamina kendala distribusi tcojgifomysei,positif,0.4214247442752799
puzzwles mbok sekalikali berita untung surplus pertamina untung dunia berita rugi untung,positif,0.4271292406224051
jimans beat pakai kapok pertamina semenjak mogok jalan pakai,positif,0.4114671980027612
pertamina patra niaga sumbagut pasti distribusi jaga tcobgvescngem,negatif,0.421393859134843
tarik produk pertamina resmi kandung etanol pertamax green spbu juli jual kiloliter tcomltcmpnth segitu anggap tahun ribu kiloliter tcopaovpgatv,positif,0.36465200618285
catatanali pertamina pertamina koreksi harga pertalite kandung airetanol harga pertalite campur etanol negara jual murni campur harga murah campur harga etanol bahan dasar,negatif,0.35316234462545
infojktcom kandung etanol pertamina bantu kurang emisi rumah kaca aman kendara,positif,0.5404131023718507
dukung energi pertamina cepat tangan bencana sumatera tcomhwruzlk,negatif,0.38529355972861795
proliga officially ketemu lapang energi semangat kemarin siapin suara dukung jakarta pertamina enduro biar final tanggal april tcohfbslydje,positif,0.39348651798786866
pertamina patra niaga pasti pasok energi sumatera aman akselerasi distribusi wilayah isolir tcownwalcz,negatif,0.398714195675195
pertamina korban motor brebet alih beli swasta susah percaya marak pertamax oplos pertalite campur etanol mang bijak tolong bijak rakyat susah rakyat,negatif,0.3363290103862852
pertamina spbu aman operasi harga nonsubsidi distribusi energi lancar tcociissruoe energizingyou melayaniindonesiadenganhati tcofpdzgxar,neutral,0.3675663280875414
skubipap tilehopper bensin pertamina kotor dunia kelas literate people cities yeah motor brebet etanol etanol kadar random around daerah distribusi bikin spbu trucuk masuk kandang ayam,neutral,0.515669984574441
soyunsong jimans semarang pertamina doang,positif,0.5044019738532824
yusufdumdum pertamina mypertaminaid bahlillahadalia surabaya coba etanol,negatif,0.4558193118269254
susnog kemenperinri tan kementerianesdm pertamina bobibosbbn danantarari detikcom kompastv tempodotco nabati etanol temu tumbuh fermentasi suling temu,negatif,0.44943936320911476
jerypringgo senofabregas redam tangki karat bijak etanol pertamina ganti filter kotorkeruh ngebuat tangki mudah karat banding swasta kualitas,positif,0.40238130338085076
jsuhmymoody antri beli saham pertamina habis bensin hutan,negatif,0.3939308845400519
dayangindah pertalite bensin campur komponen hidrokarbon kilang gasoline base nafta reformate alkylate plus aditif deterjen sih mesin etanol sesuai nyata pertamina sumber pertamina resmi,positif,0.40972081017627826
pertamina patra niaga aktif satgas nataru jelang libur natal tcozjqnsjofnm nawacit,neutral,0.5105584540561574
ridwanhr hrdbacot etanol nguntungin milik pabrik tebu sawit rente dalam produksi etanol jual pertamina lebih motor keluar korban tcoxvpciexe,negatif,0.35739453771930674
nasihangatz pertamina rugi,negatif,0.3994427999596286
stok aman pertamina patra niaga kuat distribusi awak mobil tangki jateng sumsel kalimantan tuju energi cepat aman target tambah tcojgxzbymcw tcoiytrzrb,negatif,0.3929062975144138
salut juang pertamina tembus jalan longsor pasok bantu takengon aceh pertamina pertaminapeduli pertaminasiaga bantu tcozcwzrlsqo,neutral,0.42611702325719536
pertamina patra niaga salur bantu sibolga pulau nias tcozigikbqus,negatif,0.3738316003057263
spbu swasta bpakr vivo tolak beli base fuel pertamina temu kandung etanol persen pertamina sebut kadar batas aman persen swasta nilai aspek teknis dokumen penuh tcotpzdvljm,positif,0.38352150497345744
pertamina patra niaga tinjau kerja keluarga dampak banjir tcounrmdevwk,neutral,0.4182152991168487
donniealegra xendlesss ooohh update pertamina jalur khusus pertama turbo terima kasih info ya,neutral,0.339422151829957
bubbyeing naufalsyauqiht jimans jawa pertamina doang,positif,0.5044019738532824
puzzwles bumnidn pertamina pln ditjenpajakri beacukairi gudang koruptor,positif,0.6252095222446857
oktober selamat brebet nasional campur etanol misah campur tiga satu cinta dua pertamina juru kunci solusi rakyat teriak kayak kemarin kabur tcobghccokjhd,neutral,0.3625905364583952
infojktcom toyota kandung etanol pertamina aman kendara,positif,0.5004730007639423
pertamina jalan arah perintah campur etanol persen langkah nyata transisi energi nasional tcojtdscaodey,neutral,0.3836857491070158
oplos etanol harga pertamina rugi angkasa bobrok,negatif,0.38922349825637464
julprikitiw feromon pertamina etanol,positif,0.5077953225076952
campur etanol persen duga alas shell enggan beli pertamina jawa tcoymcoxgf,neutral,0.4995935600893558
etanol base fuel pes spbu swasta darimana asal tetiba pertamina stok etanol pertalite campur etanol hoaks prabowo gibrantweet bahlillahadalia tcowtnyqfjxfe,positif,0.5429688370556972
prajurit tugas jaga kilang minyak pertamina tcogwxlkesevm indonesiadefensecom informasi berita kini baru hankam,positif,0.4222264995510682
barcode pertamina mobil calya cabut pertamina sisi stock pertamax keliling spbu kosong,positif,0.40498024879135675
silalahiagum arsipaja guna etanol pertamina kurang impor minyak ganti bensin dampak signifikan butuh juta etanoltahun potong impor tara etanol produksi negeri tebusingkong kapasitas ribu rencana,positif,0.42538206201605194
nazarrizky nenkmonica pertamina info dampak etanol kendara dukung sumber reuters studi otomotif mandat etanol indonesia timbang kurang emisi impor picu korosi mobil pre saran kompatibilitas,positif,0.4761612149169887
ndonsback florieliciouss nakula ardinat mypertaminaid pertamina abemukti andrewenas intelimut askperplexity jelassssss sayang sepi rame etanol,positif,0.45849039258635327
narasumber ppatk stranas ditjen pajak menteri esdm pertamina rekomendasi teknis bijak lanjut kementerianhukum kanwilkemenkumdiy layananhukummakinmudah setahunberdampak kanwil kemenkum tahun gerak dampak,positif,0.4177709032160294
pertamina tolong pantau kirim beli jual harga kali lipat,neutral,0.49720778382162906
hst elonmusk bahlillahadalia prabowo tuju ee kanggo ngurangi impor t idrtahun data esdm usda konfirmasi reuters impor gasoline rang rugi korupsi pertamina blending ilegal t lapor jakartaglobe asianews lawas dudu saka etanol anyar,negatif,0.4222366083201457
masalah pertamina ecek pertamina bilang sesuai spek pertamina speknya etanol lulus kabeh,positif,0.4680961616125452
pdrb balikpapan lapang rasa warung rame peluang kerja buka rdmp balikpapan bikin ritme kota ubah salut kilang balikpapan kilang pertamina internasional ngejaga alur wali kota kasih apresiasi tcobhmwowke,negatif,0.38551911364982555
apresiasi kilang pertamina balikpapan rekrut kerja lokal dampak ekonomi umkm hidup investasi kota lapor ekonomi bangun kilang ngangkat ekonomi warga,positif,0.41704332867257454
pertamina maaf klarifikasi campur etanol spbu gribig tcoixnrjpufll,positif,0.4825329028552012
pertamina kontol motor campur etanol bangsat cukimay lamalama motor bimoli,positif,0.39588820992758983
antri etanol melipir dolo mantap pertamina layan tcomtlsixage,negatif,0.4175847690169572
hakimsrg grok obyektif ecek kualitas mahal bilang boros beli base fuel pertamina etanol sulfur faktor psikologis gara gara suka pertamina bijak,positif,0.4616675214813302
tirtoid spbu swasta rame pertamina hancur customer trust peak oplos kandung kandung etanol,negatif,0.46349956529091035
jimans vario isi turbo pertamina shell vpowernitro awet,neutral,0.4009447359136362
pertalite pertamina kandung etanol tcormcdahm,positif,0.42864039955635563
operasi rfcc complex kilang pertamina internasional kuat kapasitas olah dampak ekonomi jangka balikpapan tcoaubxmdfks,positif,0.3769147191020513
pertamina etanol benerin kontol,positif,0.5077953225076952
mininiwdir kayak based fuel wajib etanol usaha racik kandung bikin kandung pertamina bagus,positif,0.3491287759116313
imkaguraaa bikin polarisstellar alam tembus bumn shopee paragon pertamina dll,neutral,0.4958553413696384
lahriansyahilla base fuel pertamina kandung etanol persen sepenuh sesuai regulasi perintah boleh campur persen etanol,positif,0.44670964311935607
diskusi personal branding data scientis mlai model bussiness intelligence saham konglo sawit etanol pertamina motor mogok kuota impor pilpres partai ideologi sejarah indonesia raja romawi kisah nabi hantu,positif,0.4450254581169707
jimans kualitas pertamina pertalite pertamax beda harga kualitas jelek paksa kaya pilih shell vivo sedia pertamina,neutral,0.48368624742869476
seputarenergi toyota kendara toyota pertamina kandung etanol,positif,0.5019079311840575
pertamina ngangkut etanol jenis,negatif,0.39121827510856894
ecer sempat banget antri pertamina,positif,0.48080231974171195
lenting bahlil jembatan etanol super mister terawang politik tuju menteri bahlil paksa spbu swasta beli base fuel pertamina langkah bisnis fair mati iklim saing usaha tarik analis tcohiclpxc,positif,0.38202395914742676
vluvvoc chat polarisstellar alam tembus bumn shopee paragon pertamina dll,neutral,0.4771713660031676
kilang pertamina internasional rdmp balikpapan dampak positif masyarakat balikpapanproyek tingkat dapat warga buka peluang usaha,negatif,0.395213101677764
ribu full tank full tank ribu kagak pertamina bisabisanya isi pertalite ishhhhh kesel ubunubun context isiin bensi ganti,positif,0.4482526402260155
kisruh pertamina tegas pertalite kandung etanol pertamina patra niaga produk pertalite edar spbu pertamina produksi tambah etanol tegas susul tcozdfxxfnfk,negatif,0.5425958873193752
pertamax green kandung etanol harga geetuu pertamina pasti campur etanol pertalite tcoxzufyycval,positif,0.4023729310903858
bahlil semprot warga bilang pasok bela matimatian pertamina antre aceh banjir warga biasa antre bencana antre tcoevogziwht,negatif,0.3847587158586025
indranatatama manfaat kilang pertamina internasional unit balikpapan dorong ekonomi masyarakat,negatif,0.43074214738178573
narasinewsroom campur etanol terap campur etanol pertamina bahlul,positif,0.4752749679659431
xremiums ngeles pertamina busi disalahintolol layak bbmetanol,positif,0.6252095222446857
tempodotco orang idiot sulit rakyat anggota contoh pertamina pertalite campur etanol rakyat tau etanol garem ojol larang pakai pertalite maksud bpjs rakyat bayar sakit dicover duit,negatif,0.48808416989462267
proyek jalan kilang pertamina internasional bangun kilang modern hidup ekonomi lokal sahrudin sopir angkot balikpapan pasu tambah sewa rutin kerja proyek bukti dampak positif rasa warga,negatif,0.45996437706335597
pertamina kasus selesai pertalite campur etanol grok motor brebet beli bensin bingung,positif,0.4286062780357796
dampak bijak menteri bahlil bahan bakar campur etanol masyarakat alami rugi bumn pertamina maaf masyarakat salah bijak menteri bahlil pertamina,neutral,0.36423738533219374
pertamina arah perintah campur etanol persen kandung tcotpvdqhkrf,negatif,0.4109848556786847
susipudjiastuti wajib campur wajib tambah etanol ngeri sedap beli spbu pertamina,positif,0.41083208225933104
pertamina spbu sumut tcohkpzvwl,positif,0.4273771653820722
beyonddrivez pegawai pertamina bjir sudi mending katai tifosi,positif,0.42745104211709345
ngadinopanser bangherwin bijak negara bikin susah rakyat lahir politik visi ambisius analisis risiko matang etanol campur niat hemat impor ramah lingkung mulia infrastruktur pertamina picu harga rusa,negatif,0.3765863218834772
bijak etanol tahap rencana jangka dukung transisi energi hijau terap wakil ketua komisi fraksi partai golkar nurdin halid partaigolkar bahlillahadalia golkar tahungolkar tcoqlztlmcnir tconvzdpddf,neutral,0.38634400923592555
pertamina patra niaga sumbagut tembus wilayah isolir sibolga pulau nias kirim puluh bantu masyarakat dampak bencana,positif,0.39368719295397137
noareyii seru pertamina wkwk,positif,0.43674026246115255
motor brebet mogok massal jatim viral spbu swasta batal beli pertamina campur etanol tcoungtfoeccd,positif,0.41515185043026265
apresiasi khusus komitmen pertamina buka lapang kerja tenaga lokal jaga sinergi pemda fase operasional penuh tcounullmdts,positif,0.4540947821757403
beban prabowo kabinet menhut rajajuliantoni esdm bahlillahadalia menko ekonomi airlanggahrt menko pangan zulhasan komisaris pertamina nasbihasan,positif,0.3788708201404567
kangmanto supplier etanol pertamina,positif,0.6020471224929198
pertamina sesuai harga desember tcozzrzsrmji,negatif,0.47026722206749555
mafia pertamina fan club lawan back kuasa mash cokol prabowo prabowo sih indonesia sekongkol jahat nkri omon omon publik ritp realitanya zonk tcocyidmgyu,neutral,0.3579040865654494
puzzwles beda saudara pertamina,negatif,0.4087853606804896
pertamina pasti stok aman jelang nataru tcokodaxeagay,positif,0.39718418039121495
ngadinopanser bangherwin campur etanol rpliter pertalite rpliter potensi rugi biaya produksi lebih harga jual subsidi perintah antisipasi subsidi tambah hitung hemat impor jangka infrastruktur pertamina,negatif,0.4095406994043301
luspatercept grok abang guna etanol negara terap masyarakat keburu trust issue pertamina jabat pertaminanya korupsi takar rang ubah bijak ngawur bahlil,negatif,0.41943127719587575
kantor wakil bank indonesia provinsi sulawesi selatan selamat capai terima kasih standar komunikasi unggul dampak publik iabc iabcindonesia iabcawards pertamina pupukkaltim bankindonesia waskita,positif,0.3751304770197891
petralite pertamina campur etanol pertamina pasti distribusi sesuai regulasi perintah pertamina bangkabelitung prioritas butuh rakyat galaxya tcodhwtu,positif,0.42495238589448037
gapapa banget pertamina sumatera gas kesana,positif,0.4877243118210766
kondisi antri pertamina aceh ibukota aceh kota banda aceh tcoobzqbsolh,negatif,0.4351764765621166
spbu swasta tutup habis stock pertamina etanol orang indonesia ikhlas dizholimin,negatif,0.6165312307484515
tgbawn spbu pertamina candang pinggan bismillaah lets tcokincvsh,positif,0.5098470125412428
antoniuscdn prabowo cakkhum paltihutabarat paltiwest arypraske anakogi pakarintelek grok grok jenis etanol campur pertamina,positif,0.515554324666153
banyak indonesia rame pertamina tahu campur etanol bahas lgbt mulu giat,positif,0.3624196783506251
rayapbesi somexthread maaf respons salah paham motor mogok massal pertalite lapor jatim oktober duga campur etanol bikin mesin brebetbusi karat pertamina bantah oplos etanol bilang sesuai standar,negatif,0.3898611862196596
murtadhaone kementerianesdm pertamina tinggal malu malu bukti ditambahin etanol,neutral,0.422010938580701
hahahha anjir rumah pertamina,positif,0.4248418434013895
giiselje turut jegal pakai undangundang hasil dibuatbuat pertamina etanol nomor,positif,0.40764432741802054
bloombergtz atur pertamina taat atur sepakat base fuel murni etanol,positif,0.48543726625528805
pertamina tegas pertalite jatim kandung etanol tcockbsywf,positif,0.49500241990843435
pertamina drilling kuat ekosistem knowledge management tcotmjjptx,positif,0.4182134859013329
jelang libur pertamina pasti elpiji aman bal beritanasional liburnataru pertamina beritaterkini tcodoajtpg,positif,0.3806572488616153
raryabaribin ojolnyambi grok orba korup juta orba lini ungkap rakyat suap korup apbnd korup jarah kayu logtambang freeportpertamina hutan lindung rusak bencana hukum lemah rekayasa politik demokrasi mati militeristik,negatif,0.41605543050105
jalur darat putus akses sendat akibat bencana sumatra mobil tangki skid tank gerak perlahan tinggal integrated terminal teluk kabung selasa desember baca berita lengkap tcojcqatuqg,negatif,0.44015017277111435
cepat pulih layan energi pertamina patra niaga mobilisasi awak mobil tangki tambah taja adadikompas tcomjdilahef,negatif,0.5039610998245083
personel samapta polres bontang laksana aman usaha pertamina giat wujud hadir polri aman jaga situasi kamtibmas kondusif polribersamamasyarakat samaptapolresbontang polresbontang tcozaxydnxw,neutral,0.35084044014816046
bangun baik mampir meja makan rdmp balikpapan bawa berkah saharuddin sopir angkot kontrak bukti kilang pertamina internasional kilang balikpapan kuat umkm lokal dampak emosional sentuh,neutral,0.3408945952900198
meter pertamina temu migas indramayu tcoxqrrxaz,positif,0.3813766317037024
dayangindah ganti topik nyata resmi pertamina oktober pertalite campur etanol produksi distribusi etanol campur tingkat oktan kurang emisi dukung biofuel hasil langsung,positif,0.534887497992447
resmi ubah harga baru desember spbu indonesia pertamina beda tcoojrghhrw tribunnews,negatif,0.48855797805422035
arsipaja jahat kapai jegal swasta bikin ekosistem investor malas indonesia bikin rakyat paksa pakai pertamina kuaitasnya buruk sulfur timbal etanol tambang nikel raja ampat bahlil tolol ijazah,neutral,0.3730224653276609
tempodotco duga bahlillahadalia supplier etanol milik supply pertamina wajar paksa hendak spbu swasta pilih spbu swasta percaya bahlil musyrik shell,negatif,0.4600431475040783
soyunsong jimans pertamina ngisi mana orang daerah pertamina pikir daerah lengkap kayak daerah,neutral,0.38923889186373894
pakai pertamax mesin rusak alias busuk pertalite auto wassalam turbo langka bandung tibatiba syal pertamina,negatif,0.3748892375028682
pertamina bilang pertamax etanol,positif,0.5059398788636197
pertamina patra niaga sumbagut salur bantu sibolga pulau nias isolir tcoqufncjqw,negatif,0.38079593102406206
bawa l dexlite tembus jalur hancur misi masuk alat berat hidup jalan buka nyawa taruh mesin darah dapur ngebul gerak cepat pertamina tangan bencana lumpuh total tcodcsprofh,negatif,0.37705549466962235
kenhans pertamina bangsat lahir rahim sperma ribu semua laku profesi jahat konspirasi bijak rugi spbu swasta bijak etanol derita rakyat salah rakyat anjing,negatif,0.46596337581037267
pertamina halo ahmad tentu tiap spbu beli pertalite roda wajib mesin,neutral,0.41627156976657487
aceh pertamina bnpbindonesia puspentni aceh hasil,negatif,0.5164294023760165
ferdinandmpu pertanyaanya simple pertamina alat masalah untung jual dukung pakai etanol sempak merah tcovjgnghrvgs,positif,0.3845435002278438
fenomena motor brebet surabaya akibat etanol kapasitas orang pintar pertamina atas percaya engineer pertamina hebat atas,negatif,0.44008472780043134
sorry logika balik dinasti riza chalid habis beli bijak dirut pertamina simon bongkar borok jaksa sikat habis tcogxwoknvzhb,neutral,0.3891178698795032
antzbrutallica gnfi peduli mesin wkwkwk pertamina etanol protes abai standar ganda this statement come from benci mang bijak asih kabar jelek,negatif,0.3566642434628643
hambat distribusi pasok spbu daerah bencana kosong ekonomi adadikompas tcojvsnpoirz,neutral,0.3726414974079441
bbcindonesia pertamina kementerianesdm bahlillahadalia terap etanol dipaatikan pakai produk spbu swasta pertamina mending pertamina biar kelola malaysia kelola bangsa rusak,negatif,0.40459900674953564
spbu swasta oplos pertamina etanol mobil pakai sehat korosi mesin pilih pakai shell vivo sayang tutup,negatif,0.48812547950187374
tetahkyiang kilang pertamina internasional indonesia,negatif,0.47539390889880906
viral pegawai spbu pertamina pakai celana jeans warganet kayak nongkrongampquot tcosveoejr,positif,0.5210056761707346
pertamina kirim bantu wilayah isolir sibolga nias tcodfzdhfwsx,positif,0.5304388502216861
petralite pertamina campur etanol pertamina pasti distribusi sesuai regulasi perintah pertamina bangkabelitung prioritas butuh rakyat galaxya tcokcjidccs,positif,0.42495238589448037
didik lupa dar abai banyak hitung affan kasu muncul delpedro laras kerangka kwitang eru raja ampat tesso nilo pertamina etanol,positif,0.5077953225076952
evaaraa dampak bangun kilang pertamina masyarakat sktr,positif,0.39491298720572465
petralite pertamina campur etanol pertamina pasti distribusi sesuai regulasi perintah pertamina bangkabelitung prioritas butuh rakyat galaxya tcoelnrljtix,positif,0.42495238589448037
albertkusen narasinewsroom paham khawatir krisis spbu swasta dasar data kini langka agustus sebab geser konsumsi nonsubsidi kuota impor tambah etanol pertamina perintah bantah monopoli halang investasi,positif,0.4341694178995566
akses putus pertamina kerah airdrop logistik aceh tamiang simak lengkap tcohdcvmah baca artikel tcofhusgkaw news mostupdate pertamina logistik acehtamiang,neutral,0.38339233696224134
curhatan warga langsa pascabanjir juang hadap krisis bantu kunjung harga lonjak tcomdwywmvvo grok taufikbush jeffrysentana humasaceh kemenkesri humaspoldaaceh kodamim pertamina maharprastowo,negatif,0.3832641679586448
arsipaja jahat bahlillahadalia investor rusak citra pertamina kementerianesdm bikin malu bangsa bahlil putus urat malu pertamina pakai etanol pakai spbu swasta aniesbaswedan mohmahfudmd shell vivoindonesia,negatif,0.4364053106546399
kilang pertamina internasional energi putar ekonomi rakyat umkm langgan kontra penuh warung laris balikpapan hidup,negatif,0.5119094523066835
bingung kota sibolga langka depot pertamina akses daerah henti penuh jalur laut masuk,negatif,0.45722058128262005
pertamina patra niaga sambut positif rencana manfaat bahan bakar minyak kandung bioetanol persen kenal tcoluncwyaqpy aidilakbar,negatif,0.41716863193080167
naik pdrb investasi catat balikpapan kuat apresiasi wali kota rdmp balikpapan kilang balikpapan kilang pertamina internasional gerak ekonomi kota rantai pasok produktif,negatif,0.452037883064432
hama pertamina balikin vivoshell,positif,0.6252095222446857
pertamina kerah helokoptek logistik aceh tamiang tcomggqrlswo,neutral,0.3577190282106405
pertamina patra niaga kabar pertalite kandung etanol sesat hasil coba campur pertalite bukti etanol reaksi alami nonpolar polar tcoqutbhof,negatif,0.5049169365667942
ess bahlil nyuruh pertamina ubah spesifikasi langsung turut suruh koordinasi menteri industri biar spesifikasi industri otomotif sesuai etanol sifat korosif spek motor sesuai rusak,positif,0.45924601887931815
part pertamina admin keluh kait layan spbu ciroyom tcohcagxgd kunjung kemarin isi bayar qris,negatif,0.4409961600310284
jujuwtsu langsung chat polarisstellar buatreview cover letter linkedin konsultasi karir latih interview alam tembus bumn mandiri paragon shopee pertamina unilever,neutral,0.4469863480522973
milik bengkel sidoarjo viral unggah video ucap terima kasih etanol busi laku unggah video enam orang pertamina bengkel investigasi datang tcoytfulaxh,negatif,0.4584432935837559
campur etanol campur tiner mbok gawe ngecet wesia pertamina bahlil tcohubpfjqsqg,positif,0.3919193968552892
peduli galang solidaritas korban erupsi meru banjir sumatera tcolgqmip,positif,0.39007367083179995
dodisegrovee dpkwulan tempodotco temu jagung tata kelola impor ungkap etanol base fuel impor pertamina sebab spbu swasta vivo tolak beli sesuai spesifikasi etanol pertamina produk,positif,0.42235750107549225
hotzpace valivearce gadinglyfe dasar sumber baru bpakr tolak pertamina merah kandung etanol cari pasok etanol bp sedia pasok impor etanol info komposisi,positif,0.3723408587311818
barkkkwithks dananwibowo neuvillte txtdrimedia kemarin shell vivo nolak beli pertamina etanol,neutral,0.3706911688830336
pertamina sedia layan telepon butuh tangan bencana tcobijqniztp,negatif,0.39931212477266764
soceafly gampang banget ngalihin tinggal bikin akun upload transfer bank debat lupa dana reses juta pertamina etanol santri ketiban bangun pesantren racun korupsi dana haji super lupa maaf,negatif,0.3939347311507916
omelette satusrongpuluh ncerbgt dhea araafiaprilia ya ess artikel konfirmasi beli barel base fuel pertamina ragu kandung etanol jamin kualitas konsisten sumber reuters news etanol utama indonesia izin,neutral,0.39742980102124137
rdmp balikpapan balikpapan kolaborasi kilang pertamina internasional tingkat efisiensi operasional kilang balikpapan kuat posisi pertamina pimpin energi indonesia,positif,0.39477284890173053
pseudoliberal sisi perintah bahlil bilang spbu swasta paksa hendak kandung etanol sisi perintah paksa base fuel ikut formulasi pertamina campur etanol tcouwwpgprkc,negatif,0.45453397466814666
pertamina ancangancang sambut libur nataru desember,negatif,0.42027460136977596
rieke diah pitaloka kesiap pertamina serap etanol lokal produksi jalan serap impor dprri pdiperjuangan fraksipdiperjuangan tcowxfmrlhk,neutral,0.3845057673105936
referensi tulis source tcodepcwk tcokcvcjmpky tcoaqdxopn tcojztqypbes tcouqgwdtqcpi,positif,0.4107258285576377
grok pertamina tambah kadar etanol keluh kendara brebet mogok minggu,negatif,0.35895184722648
lahriansyahilla baik pertamina kandung etanol aman,positif,0.5360474602977193
prabowo presiden mohon perhati guna bahan etanol pertamina etanol rusak kendara rusak manusia rusak atmosfer bumi etanol hasil polusi udara buruk riset hajat hidup juta jiwa duduk,positif,0.37322865827440077
amateurdraw kangmanto dasar lapor pertamina migas stok sumatera aman distribusi ganggu banjir longsor sebab antre langka wilayah sumut sumbar bahlil praktik kendala,positif,0.445137468482454
gaya hidup digital mudah bareng mypertamina transaksi pertamax series pertamina metode pembayarna mypertamina gopay cashback gopay coins maksimal coins poin tinggaltukaraja nikmat hidup ribet tcohuptdvl,positif,0.5019850549335824
achyarkie sharpandshark usaha swasta shell tolak kandung etanol base fuel pertamina sesuai spesifikasi teknis alas utama risiko korosi mesin turun performa ketidakcocokan standar internasional negara,negatif,0.4320671974744348
tempodotco kontener udang cemar dipulangin amerika zulhas bilang amaanmakan shell vivo batalin kontrak pertamina campur etanol bahlil bilang ama negara pakai prabowo salah pilih orang tcoothkjnrb,negatif,0.5032840763409064
pertamina patra niaga sedia nomor khusus penuh sumatera tcojgilaxes,negatif,0.44509348317855896
adityarimba reiikooooooo pertamina kontol etanol nyerep kelembaban kontol pertamina tahi bahlil mikir memeg,positif,0.393980452386589
kompascom menteri bahlillahadalia ramai orang masalah bensin campur ethanol pertamina jual bensin etanol nama pertamax green maka kagak keluh geetuu tcobjwybldvan,neutral,0.3857861775635431
antonsubagia bankjoee susnog jediimar satrioaji feroferraferri bonapasogit verenasusilowa smileyndelight fdonghun queensilence bangsaygsujud hotelbrongto ferdinandmpu mohmahfudmd msaiddidu halo proyeksi konsumsi premium indonesia juta kiloliter utama daerah harga hitung nilai l miliartahun sumber esdm pertamina,neutral,0.3804703945327725
pertamina patra niaga produk bahan bakar minyak pertalite edar spbu pertamina produksi tambah etanol baca tcoktlogwsyi pertamina pertalite etanol tcofnrnbxqk,negatif,0.4308939096557592
campur etanol tambah persen halo pertamina,negatif,0.4185554068736621
tempodotco kaget isben pertamina mata picek,negatif,0.5565464528155921
paksa beli bahan bakar pertamina harga ditentuin market price jual konsumen harga tentu sesuai harga produksi beli listrik bangkit swasta butuh,neutral,0.5708148148516604
megawati urus sawit sibuk jual indosat kapal tanker pertamina,negatif,0.38383479183452085
senyum saharuddin lebar rdmp balikpapan kontrak sewa angkot bulan topang keluarga dampak positif kilang pertamina internasional nyata hidup transportasi umkm bangun benarbenar rasa warga kilang balikpapan,negatif,0.39799950809076595
dukung energi pertamina cepat tangan bencana sumatera tcomjvidzvkwd,negatif,0.38529355972861795
soyunsong jimans pulau sukabumi pertamina,positif,0.4120737610549219
pertamina bidik peluang etanol persen murah bensin tcoimcyuu,neutral,0.43720587318387605
ana kilang pertamina internasional tingkat ekonomi masyarakat,negatif,0.41344968595373305
puzzwles rugi pertamina rugi bpjs rugi rugi rugi potong gila gilang gaji potong sisa,negatif,0.414357086398456
xendlesss jalur khusus mypertamina pertamina,negatif,0.39972968342852705
perintah istana turun pertamina kutik proyek raksasa etanol geber tcovzllvefld,negatif,0.4512713964868589
langkah berani visioner bahlil indonesia hijau mandiri energi bijak bensin etanol persen salut pimpin pikir bawa asa cemooh rakyat bismillah komisaris pertamina tcowldggklzy,neutral,0.4384273628556204
